"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","com.hippo.ehviewer.client.data","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\data\ListUrlBuilder.java","3","617","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"8","com.hippo.ehviewer.client.data","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\data\ListUrlBuilder.java","3","630","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"9","com.hippo.ehviewer.client.data","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\data\ListUrlBuilder.java","3","648","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.hippo.ehviewer.client.data","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\data\Tag.java","4","8","Unused import 'java.util.List'","Code Style","UnnecessaryImport"
"1","com.hippo.ehviewer.client.data.topList","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\data\topList\TopListItemArray.java","4","6","Unused import 'java.util.ArrayList'","Code Style","UnnecessaryImport"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\ArchiveParser.java","4","24","Unused import 'com.hippo.network.UrlBuilder'","Code Style","UnnecessaryImport"
"2","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\ArchiveParser.java","4","29","Unused import 'org.w3c.dom.NodeList'","Code Style","UnnecessaryImport"
"3","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\ArchiveParser.java","3","78","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\ArchiveParser.java","3","94","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\EhEventParse.java","4","3","Unused import 'com.hippo.ehviewer.client.data.EhNewsDetail'","Code Style","UnnecessaryImport"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\FavoritesParser.java","3","51","The method 'parse(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","68","Possible God Class (WMC=135, ATFD=15, TCC=0.952%)","Design","GodClass"
"2","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","68","The class 'GalleryDetailParser' has a total cyclomatic complexity of 135 (highest 31).","Design","CyclomaticComplexity"
"3","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","68","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","146","The method 'parseDetail(GalleryDetail, Document, String)' has a cyclomatic complexity of 31.","Design","CyclomaticComplexity"
"5","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","325","The method 'parseDetailInfo(GalleryDetail, Element, String)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","469","The method 'parseComment(Element)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"7","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryDetailParser.java","3","477","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryListParser.java","3","45","Possible God Class (WMC=89, ATFD=32, TCC=0.000%)","Design","GodClass"
"2","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryListParser.java","3","45","The class 'GalleryListParser' has a total cyclomatic complexity of 89 (highest 39).","Design","CyclomaticComplexity"
"3","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryListParser.java","3","102","The method 'parse(Document, String, int)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"4","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryListParser.java","3","283","The method 'parseGalleryInfo(Element)' has a cyclomatic complexity of 39.","Design","CyclomaticComplexity"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryListUrlParser.java","3","38","The method 'parse(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.hippo.ehviewer.client.parser","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\parser\GalleryPageApiParser.java","3","34","The method 'parse(String)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","com.hippo.ehviewer.client.wifi","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\wifi\ListenerThread.java","4","9","Unused import 'com.hippo.ehviewer.ui.wifi.WiFiServerActivity'","Code Style","UnnecessaryImport"
"2","com.hippo.ehviewer.client.wifi","..\data\repositories\xiaojieonly_Ehviewer_CN_SXJ\app\src\main\java\com\hippo\ehviewer\client\wifi\ListenerThread.java","3","46","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
