"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","org.pdown.gui.extension","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\ExtensionContent.java","3","136","The method 'refresh()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"6","org.pdown.gui.extension","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\ExtensionContent.java","3","173","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui.extension","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\Meta.java","3","75","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.pdown.gui.extension","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\Meta.java","3","83","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui.extension.jsruntime","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\jsruntime\JavascriptEngine.java","4","7","Unused import 'javax.script.ScriptEngineManager'","Code Style","UnnecessaryImport"
"1","org.pdown.gui.extension.jsruntime.polyfill","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\jsruntime\polyfill\Window.java","3","26","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.pdown.gui.extension.jsruntime.polyfill","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\jsruntime\polyfill\Window.java","3","50","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui.extension.mitm.intercept","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\intercept\AjaxIntercept.java","4","7","Unused import 'io.netty.handler.codec.http.*'","Code Style","UnnecessaryImport"
"1","org.pdown.gui.extension.mitm.intercept","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\intercept\ScriptIntercept.java","3","40","The method 'handelResponse(HttpRequest, FullHttpResponse, HttpProxyInterceptPipeline)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","org.pdown.gui.extension.mitm.intercept","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\intercept\ScriptIntercept.java","3","60","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui.extension.mitm.intercept","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\intercept\SniffIntercept.java","3","87","The method 'afterResponse(Channel, Channel, HttpResponse, HttpProxyInterceptPipeline)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","org.pdown.gui.extension.mitm.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\util\ExtensionProxyUtil.java","3","115","The method 'getRemoteInterface()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.pdown.gui.extension.mitm.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\util\WinInet.java","1","177","The class name 'INTERNET_PER_CONN_OPTION' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"2","org.pdown.gui.extension.mitm.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\util\WinInet.java","1","195","The class name 'VALUE_UNION' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"3","org.pdown.gui.extension.mitm.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\mitm\util\WinInet.java","1","218","The class name 'INTERNET_PER_CONN_OPTION_LIST' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"1","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","4","32","Unused import 'org.pdown.gui.extension.HookScript'","Code Style","UnnecessaryImport"
"2","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","4","36","Unused import 'org.pdown.gui.http.controller.NativeController'","Code Style","UnnecessaryImport"
"3","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","4","37","Unused import 'org.pdown.gui.http.util.HttpHandlerUtil'","Code Style","UnnecessaryImport"
"4","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","4","40","Unused import 'org.pdown.rest.form.TaskForm'","Code Style","UnnecessaryImport"
"5","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","3","157","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"6","org.pdown.gui.extension.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\extension\util\ExtensionUtil.java","3","161","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui.http.controller","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\http\controller\ApiController.java","4","12","Unused import 'javafx.application.Platform'","Code Style","UnnecessaryImport"
"1","org.pdown.gui.http.controller","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\http\controller\DefaultController.java","3","49","The method 'buildHead(FullHttpResponse, String)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","org.pdown.gui.http.controller","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\http\controller\NativeController.java","4","7","Unused import 'io.netty.handler.codec.http.*'","Code Style","UnnecessaryImport"
"2","org.pdown.gui.http.controller","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\http\controller\NativeController.java","3","52","Possible God Class (WMC=63, ATFD=73, TCC=0.615%)","Design","GodClass"
"3","org.pdown.gui.http.controller","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\http\controller\NativeController.java","3","52","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.pdown.gui.rest","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\rest\HttpDownAppCallback.java","3","59","The method 'commonHook(HttpDownBootstrap, String, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","org.pdown.gui.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\util\ExecUtil.java","4","8","Unused import 'java.net.MalformedURLException'","Code Style","UnnecessaryImport"
"2","org.pdown.gui.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\util\ExecUtil.java","3","44","Empty while statement","Code Style","EmptyControlStatement"
"3","org.pdown.gui.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\util\ExecUtil.java","3","69","Empty while statement","Code Style","EmptyControlStatement"
"1","org.pdown.gui.util","..\data\repositories\proxyee-down-org_proxyee-down\main\src\main\java\org\pdown\gui\util\I18nUtil.java","3","47","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.pdown.gui","..\data\repositories\proxyee-down-org_proxyee-down\runner\src\main\java\org\pdown\gui\Runner.java","4","13","Unused import 'java.util.Arrays'","Code Style","UnnecessaryImport"
"2","org.pdown.gui","..\data\repositories\proxyee-down-org_proxyee-down\runner\src\main\java\org\pdown\gui\Runner.java","4","14","Unused import 'java.util.Collections'","Code Style","UnnecessaryImport"
"3","org.pdown.gui","..\data\repositories\proxyee-down-org_proxyee-down\runner\src\main\java\org\pdown\gui\Runner.java","3","52","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.pdown.gui","..\data\repositories\proxyee-down-org_proxyee-down\runner\src\main\java\org\pdown\gui\Runner.java","3","57","The method 'fork()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"5","org.pdown.gui","..\data\repositories\proxyee-down-org_proxyee-down\runner\src\main\java\org\pdown\gui\Runner.java","3","68","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
