"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","94","The class 'ButterKnifeProcessor' has a total cyclomatic complexity of 238 (highest 43).","Design","CyclomaticComplexity"
"3","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","94","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","166","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","227","The method 'findAndParseTargets(RoundEnvironment)' has a cyclomatic complexity of 43.","Design","CyclomaticComplexity"
"6","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","520","The method 'parseBindViews(Element, Map<TypeElement, Builder>, Set<TypeElement>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"7","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","1042","The method 'parseListenerAnnotation(Class<? extends Annotation>, Element, Map<TypeElement, Builder>, Set<TypeElement>)' has a cyclomatic complexity of 40.","Design","CyclomaticComplexity"
"8","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\ButterKnifeProcessor.java","3","1242","The method 'isSubtypeOfType(TypeMirror, String)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","butterknife.compiler","..\data\repositories\JakeWharton_butterknife\butterknife-compiler\src\main\java\butterknife\compiler\FieldCollectionViewBinding.java","3","38","The method 'render(boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","butterknife.test","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\fixtures\suffix_parsed_properly\src\main\java\butterknife\test\ButteryActivity.java","4","8","Unused import 'com.example.butterknife.R'","Code Style","UnnecessaryImport"
"1","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","21","The utility class name 'anim' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"2","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","26","The utility class name 'array' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"3","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","31","The utility class name 'attr' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"4","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","36","The utility class name 'bool' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"5","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","41","The utility class name 'color' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"6","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","46","The utility class name 'dimen' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"7","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","51","The utility class name 'drawable' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"8","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","56","The utility class name 'id' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"9","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","61","The utility class name 'integer' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"10","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","66","The utility class name 'layout' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"11","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","71","The utility class name 'menu' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"12","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","76","The utility class name 'plurals' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"13","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","81","The utility class name 'string' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"14","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","86","The utility class name 'style' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"15","com.butterknife.example","..\data\repositories\JakeWharton_butterknife\butterknife-gradle-plugin\src\test\resources\fixtures\R2.java","1","91","The utility class name 'styleable' doesn't match '[A-Z][a-zA-Z0-9]*'","Code Style","ClassNamingConventions"
"1","com.example.butterknife.functional","..\data\repositories\JakeWharton_butterknife\butterknife-integration-test\src\androidTest\java\com\example\butterknife\functional\ViewTree.java","3","15","The method 'create(Class<? extends View>, int[])' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","com.example.butterknife.library","..\data\repositories\JakeWharton_butterknife\butterknife-integration-test\src\androidTest\java\com\example\butterknife\library\SimpleAdapterTest.java","4","9","Unused static import 'com.example.butterknife.library.SimpleAdapter.ViewHolder'","Code Style","UnnecessaryImport"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","49","Possible God Class (WMC=189, ATFD=159, TCC=0.150%)","Design","GodClass"
"2","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","49","The class 'ButterKnife' has a total cyclomatic complexity of 189 (highest 37).","Design","CyclomaticComplexity"
"3","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","49","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","131","The method 'bind(Object, View)' has a cyclomatic complexity of 37.","Design","CyclomaticComplexity"
"5","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","265","The method 'parseBindViews(Object, Field, View)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"6","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-reflect\src\main\java\butterknife\ButterKnife.java","3","1016","The method 'createArgumentTransformer(Method, Class<?>[])' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-runtime\src\androidTest\java\butterknife\ViewCollectionsTest.java","3","13","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-runtime\src\test\java\butterknife\BindViewTest.java","3","15","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-runtime\src\test\java\butterknife\BindViewsTest.java","3","15","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife-runtime\src\test\java\butterknife\OnClickTest.java","3","11","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife\src\main\java\butterknife\ButterKnife.java","3","159","The method 'bind(Object, View)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"2","butterknife","..\data\repositories\JakeWharton_butterknife\butterknife\src\main\java\butterknife\ButterKnife.java","3","188","The method 'findBindingConstructorForClass(Class<?>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
